study_hours,attendance,previous_score,sleep_hours,assignments_completed,quiz_average,screen_time,consistency_score,final_score
4.370861069626263,84.90808570098726,42.959305018703375,6.633572495953526,6,78.64176615731714,8.475049198472991,60.176080383630264,87.161284833078
9.556428757689245,76.80481831720601,67.93306631648507,6.3542731434081166,2,67.27448896060027,3.473792384975037,68.45398514319304,100.0
7.587945476302646,65.47638081431639,91.10620851134857,3.1794944606450497,6,61.41971501722958,5.745187136514821,67.32759794953716,100.0
6.387926357773329,90.68975098534743,81.25574204866928,5.388734793383095,7,35.90746663811797,8.910758866390259,74.5733201931029,99.76359189746424
2.4041677639819286,84.23655862769397,86.45928035030148,5.661369331501,9,57.95581238762837,7.196571062363513,82.37629819323271,98.51064631749263
2.403950683025824,58.130846967244565,76.11483566975022,5.791759466278304,5,93.70942457474939,5.702520144609228,45.75293133196105,84.09710875688585
1.5227525095137953,95.54635922469213,78.45935951624966,7.061206584591326,9,86.5615840934587,4.58972274025186,67.0107093368905,100.0
8.795585311974417,91.12686214615846,89.44369560957236,6.7352178270881495,8,45.1235955508181,10.236256212796693,87.81423951212213,100.0
6.41003510568888,97.4899956645962,47.47676062014301,7.255335649554112,5,62.66254492880511,2.581957853462951,62.4180299686258,99.1791845903056
7.372653200164409,86.28597541941801,64.25974745501983,8.354182830794898,8,87.17062417909813,5.731131641827801,49.49202824615011,100.0
1.185260448662222,80.6707597967895,45.484660927372154,8.690900171012654,3,34.71691883498658,10.941333289526563,75.82963527494093,68.26146402027891
9.72918866945795,70.91215181453094,99.13676055976529,8.02686153358546,7,57.11748099680615,10.304345055059645,87.66371770593861,100.0
8.491983767203795,96.63642416770065,96.08415377806293,9.688665871684542,10,89.62888658117633,5.410359387203513,34.41982050491739,100.0
2.9110519961044856,93.30319447502042,32.759876795795414,3.1276280787345314,3,58.27285049190866,9.39419199961439,84.3753338385059,72.09264303030038
2.636424704863906,52.26093350530947,79.3902620760982,4.370445899784823,1,35.433025131200864,10.054769137797452,87.51535530732399,69.39311574089278
2.650640588680904,51.3183487248626,94.7673822190966,3.052940124846995,9,67.9774057972576,10.777761664039927,62.30660493120248,84.7257266147179
3.7381801866358395,68.82316834390248,42.64027415891334,7.532322999082221,10,90.32197464428067,6.9895634595415075,98.83139597729271,99.74992274886193
5.72280788469014,90.52766653909165,69.75616613868407,9.286213842649907,8,71.31998800672119,3.2490697466018297,85.06958384951164,100.0
4.887505167779041,99.36380646574722,94.08418083116293,4.7043760760340945,4,45.83953757499623,3.808399841543248,84.15637954269661,100.0
3.6210622617823773,57.52084455517641,32.37621850100592,9.489241813574147,3,56.89677340961669,4.2526414144576465,82.34870020884503,78.13710778693046
6.506676052501415,79.70653576760675,78.8194187072788,3.421871732026926,1,61.508635282735256,7.53182728890577,40.54256722527918,84.11007398010823
2.2554447458683766,69.04454283155107,50.81443051607855,9.5410521876386,0,70.54864476743688,1.3609058654146928,45.206162051710756,75.64561405327213
3.629301836816963,98.49571989073016,94.70773367635712,5.4613588106774404,10,83.15457180268291,7.9964671565796515,62.479309202509754,100.0
4.297256589643226,92.10594615678544,97.97407716157575,3.7099457991445157,6,36.92115323484448,5.007896622710552,48.48030449716261,92.94937240354852
5.104629857953324,91.91643523555689,96.09865423794038,6.401102314304279,5,92.27564231122965,4.247659827386064,59.06686806338283,100.0
